month,year,survey,depth,num_cpue,accepted_name,latitude,longitude
3,2019,SCS,156.36,2,Petromyzon marinus,42.804167,-63.9825
3,2020,SCS,228.6,13.84615385,Petromyzon marinus,42.671833,-67.326
3,2020,SCS,239.57,2.142857143,Petromyzon marinus,42.848833,-67.515333
3,2020,SCS,135.33,2,Petromyzon marinus,43.325833,-66.75
3,2017,SCS,226.77,26,Petromyzon marinus,42.250667,-67.091667
3,2020,SCS,124.36,2,Petromyzon marinus,42.114,-66.208833
3,2020,SCS,67.67,2,Petromyzon marinus,41.949333,-66.623
3,2016,SCS,269.75,3,Petromyzon marinus,42.418167,-66.431833
3,2016,SCS,235.92,6,Petromyzon marinus,42.671667,-67.301833
3,2019,SCS,329.18,2,Petromyzon marinus,42.482,-67.284833
3,2019,SCS,229.51,4,Petromyzon marinus,42.879667,-67.5695
3,2020,SCS,257.86,6,Petromyzon marinus,42.268667,-66.529
3,2019,SCS,225.86,10,Petromyzon marinus,42.984333,-67.452333
3,2020,SCS,214.88,2,Petromyzon marinus,42.2005,-66.545
3,2016,SCS,212.14,8,Petromyzon marinus,43.416,-66.844167
3,2020,SCS,86.87,2,Petromyzon marinus,42.12,-67.348667
3,2019,SCS,235.92,18,Petromyzon marinus,43.3845,-67.123667
3,2016,SCS,193.85,4,Petromyzon marinus,43.597167,-67.077833
3,2018,SCS,258.78,16,Petromyzon marinus,42.272833,-66.495333
3,2016,SCS,167.34,2,Petromyzon marinus,43.722833,-67.146833
3,2017,SCS,290.78,8,Petromyzon marinus,42.326667,-66.578333
3,2016,SCS,228.6,2.4,Petromyzon marinus,42.218833,-66.9305
3,2019,SCS,162.76,2,Petromyzon marinus,41.6805,-68.632167
3,2016,SCS,91.44,2.857142857,Petromyzon marinus,42.083167,-69.9415
3,2020,SCS,78.64,2,Petromyzon marinus,41.5955,-66.513667
3,2016,SCS,155.45,2,Petromyzon marinus,41.656167,-68.816333
3,2020,SCS,75.9,0,Petromyzon marinus,42.0905,-66.6425
3,2019,SCS,140.82,8,Petromyzon marinus,41.350333,-68.959667
3,2019,SCS,156.36,2,Petromyzon marinus,40.370667,-67.799167
3,2019,SCS,203,2.068965517,Petromyzon marinus,43.741333,-62.757667
3,2016,SCS,209.4,4,Petromyzon marinus,42.202167,-66.741667
3,2017,SCS,152.7,2,Myxine glutinosa,44.092,-63.814833
2,2019,SCS,247.8,2,Myxine glutinosa,42.241833,-66.606333
2,2019,SCS,286.21,4,Myxine glutinosa,42.287,-66.770333
3,2016,SCS,147.22,2.5,Myxine glutinosa,44.159833,-63.429833
3,2020,SCS,296.27,2,Myxine glutinosa,42.571333,-67.259833
3,2020,SCS,292.61,2,Myxine glutinosa,42.597167,-67.0475
3,2020,SCS,179.22,2,Myxine glutinosa,43.0925,-67.337333
3,2020,SCS,204.83,2,Myxine glutinosa,43.409,-67.3715
3,2016,SCS,91.44,2.4,Myxine glutinosa,42.484167,-65.746333
3,2020,SCS,186.54,2.068965517,Myxine glutinosa,44.244,-66.718833
3,2020,SCS,177.39,2.4,Myxine glutinosa,44.659667,-66.383667
3,2020,SCS,104.24,2,Myxine glutinosa,44.909833,-66.026
3,2020,SCS,93.27,1.935483871,Myxine glutinosa,44.712,-65.960333
3,2016,SCS,315.47,2.727272727,Myxine glutinosa,42.464833,-67.3995
3,2020,SCS,257.86,3,Myxine glutinosa,42.268667,-66.529
3,2020,SCS,214.88,2,Myxine glutinosa,42.2005,-66.545
3,2019,SCS,235.92,2,Myxine glutinosa,43.3845,-67.123667
3,2018,SCS,277.98,4,Myxine glutinosa,42.351167,-66.404333
3,2019,SCS,157.28,2,Myxine glutinosa,43.9655,-67.209333
3,2017,SCS,290.78,4,Myxine glutinosa,42.326667,-66.578333
3,2016,SCS,160.02,2.5,Myxine glutinosa,44.766,-66.419167
3,2016,SCS,139.9,2,Myxine glutinosa,41.566333,-69.270167
3,2016,SCS,105.16,1.935483871,Myxine glutinosa,44.855,-65.86
3,2019,SCS,168.25,2,Myxine glutinosa,41.726333,-69.3735
2,2019,SCS,216.71,2,Myoxocephalus octodecemspinosus,43.917667,-63.689833
3,2017,SCS,103.33,2,Myoxocephalus octodecemspinosus,44.267,-63.725667
3,2016,SCS,107.9,2,Myoxocephalus octodecemspinosus,42.416833,-65.375
3,2017,SCS,152.7,2,Myoxocephalus octodecemspinosus,44.092,-63.814833
2,2016,SCS,80.47,2,Myoxocephalus octodecemspinosus,41.991167,-66.224167
3,2016,SCS,106.07,18,Myoxocephalus octodecemspinosus,42.753667,-64.899
3,2020,SCS,95.1,1440,Myoxocephalus octodecemspinosus,41.958833,-66.088833
2,2016,SCS,86.87,344,Myoxocephalus octodecemspinosus,41.981333,-66.176
3,2016,SCS,84.12,1.935483871,Myoxocephalus octodecemspinosus,43.255333,-64.181333
3,2020,SCS,78.64,13.5483871,Myoxocephalus octodecemspinosus,41.835333,-66.185
3,2020,SCS,153.62,4,Myoxocephalus octodecemspinosus,42.8825,-65.3245
3,2019,SCS,109.73,2,Myoxocephalus octodecemspinosus,42.250167,-65.5445
2,2016,SCS,98.76,2004,Myoxocephalus octodecemspinosus,41.959667,-66.038333
3,2020,SCS,104.24,19.28571429,Myoxocephalus octodecemspinosus,42.8105,-64.941833
3,2017,SCS,85.04,14,Myoxocephalus octodecemspinosus,42.1055,-69.991167
2,2019,SCS,109.73,6,Myoxocephalus octodecemspinosus,42.173167,-66.965333
3,2019,SCS,110.64,16,Myoxocephalus octodecemspinosus,42.413667,-65.338667
2,2016,SCS,171.91,14,Myoxocephalus octodecemspinosus,41.996667,-65.889833
3,2017,SCS,90.53,12,Myoxocephalus octodecemspinosus,41.55,-66.218333
3,2020,SCS,111.56,4,Myoxocephalus octodecemspinosus,42.724167,-64.687
3,2017,SCS,68.58,16,Myoxocephalus octodecemspinosus,41.6845,-69.721333
2,2019,SCS,58.52,14,Myoxocephalus octodecemspinosus,42.093,-66.960667
3,2019,SCS,116.13,2,Myoxocephalus octodecemspinosus,42.516,-65.012667
2,2016,SCS,217.63,2,Myoxocephalus octodecemspinosus,41.933333,-65.745833
3,2020,SCS,91.44,64,Myoxocephalus octodecemspinosus,42.887667,-64.756167
3,2019,SCS,108.81,6,Myoxocephalus octodecemspinosus,42.721667,-64.860833
2,2016,SCS,133.5,2,Myoxocephalus octodecemspinosus,41.887833,-65.809
3,2017,SCS,87.78,12,Myoxocephalus octodecemspinosus,41.557833,-66.4745
3,2020,SCS,81.38,68,Myoxocephalus octodecemspinosus,42.956667,-64.783667
3,2018,SCS,75.9,4,Myoxocephalus octodecemspinosus,41.896667,-66.509333
3,2017,SCS,82.3,45,Myoxocephalus octodecemspinosus,41.233833,-69.2115
2,2019,SCS,78.64,2,Myoxocephalus octodecemspinosus,42.119833,-66.670167
3,2019,SCS,109.73,18,Myoxocephalus octodecemspinosus,42.767,-64.658167
3,2017,SCS,74.98,16,Myoxocephalus octodecemspinosus,41.609333,-66.585333
3,2017,SCS,60.35,28,Myoxocephalus octodecemspinosus,40.945333,-69.216
3,2019,SCS,145.39,2,Myoxocephalus octodecemspinosus,42.570833,-64.5605
3,2017,SCS,62.18,4,Myoxocephalus octodecemspinosus,41.643333,-66.93
3,2018,SCS,66.75,32,Myoxocephalus octodecemspinosus,42.0045,-66.840167
3,2017,SCS,34.75,2,Myoxocephalus octodecemspinosus,40.801333,-69.866
3,2016,SCS,92.35,6,Myoxocephalus octodecemspinosus,43.2485,-64.004
3,2017,SCS,72.24,2,Myoxocephalus octodecemspinosus,41.571667,-66.786667
3,2020,SCS,89.61,2,Myoxocephalus octodecemspinosus,41.485167,-66.2225
3,2018,SCS,82.3,118,Myoxocephalus octodecemspinosus,42.146,-66.9475
3,2017,SCS,65.84,14,Myoxocephalus octodecemspinosus,40.543,-69.759333
2,2019,SCS,84.12,82,Myoxocephalus octodecemspinosus,42.065333,-66.453
3,2016,SCS,92.35,4,Myoxocephalus octodecemspinosus,43.157833,-63.993167
2,2019,SCS,78.64,8,Myoxocephalus octodecemspinosus,41.951167,-66.459333
3,2016,SCS,95.1,10,Myoxocephalus octodecemspinosus,43.0755,-63.986833
3,2018,SCS,93.27,72,Myoxocephalus octodecemspinosus,42.071167,-67.120167
2,2019,SCS,78.64,2,Myoxocephalus octodecemspinosus,41.862333,-66.310833
3,2016,SCS,146.3,1.935483871,Myoxocephalus octodecemspinosus,43.229667,-63.424833
3,2020,SCS,91.44,20,Myoxocephalus octodecemspinosus,41.390667,-66.4205
3,2018,SCS,124.36,10,Myoxocephalus octodecemspinosus,42.173333,-67.138667
2,2019,SCS,83.21,76,Myoxocephalus octodecemspinosus,41.867167,-66.192167
3,2017,SCS,74.07,10,Myoxocephalus octodecemspinosus,41.055167,-66.807
3,2020,SCS,81.38,15.55555556,Myoxocephalus octodecemspinosus,41.3875,-66.6865
3,2018,SCS,63.09,120,Myoxocephalus octodecemspinosus,42.111833,-67.256167
2,2019,SCS,89.61,34,Myoxocephalus octodecemspinosus,41.906333,-66.137333
3,2017,SCS,65.84,10,Myoxocephalus octodecemspinosus,41.111333,-66.997167
3,2020,SCS,67.67,10,Myoxocephalus octodecemspinosus,41.185667,-66.7755
3,2018,SCS,99.67,8,Myoxocephalus octodecemspinosus,42.083833,-67.528
2,2019,SCS,80.47,202,Myoxocephalus octodecemspinosus,41.9865,-66.277333
3,2017,SCS,87.78,22,Myoxocephalus octodecemspinosus,40.870667,-67.255167
3,2020,SCS,83.21,2,Myoxocephalus octodecemspinosus,40.9225,-67.073167
3,2018,SCS,132.59,126,Myoxocephalus octodecemspinosus,41.980333,-67.8805
2,2019,SCS,146.3,4,Myoxocephalus octodecemspinosus,42.101667,-66.064333
3,2017,SCS,65.84,10,Myoxocephalus octodecemspinosus,40.915,-67.655
2,2019,SCS,94.18,2,Myoxocephalus octodecemspinosus,41.939333,-66.035167
3,2016,SCS,128.02,2,Myoxocephalus octodecemspinosus,42.699167,-64.495833
3,2016,SCS,96.01,8,Myoxocephalus octodecemspinosus,42.918333,-64.556833
3,2018,SCS,49.38,4,Myoxocephalus octodecemspinosus,41.737333,-67.139333
3,2016,SCS,91.44,12,Myoxocephalus octodecemspinosus,42.951667,-64.633833
3,2017,SCS,43.89,2,Myoxocephalus octodecemspinosus,41.458333,-67.41
3,2020,SCS,49.38,2,Myoxocephalus octodecemspinosus,41.183333,-67.3445
3,2020,SCS,135.33,22,Myoxocephalus octodecemspinosus,43.325833,-66.75
3,2018,SCS,52.12,16,Myoxocephalus octodecemspinosus,41.696,-67.244667
2,2019,SCS,93.27,2,Myoxocephalus octodecemspinosus,41.7155,-66.106667
3,2017,SCS,56.69,12,Myoxocephalus octodecemspinosus,41.385667,-67.088
3,2020,SCS,47.55,6,Myoxocephalus octodecemspinosus,41.225167,-67.716333
3,2018,SCS,48.46,8,Myoxocephalus octodecemspinosus,41.433833,-67.159667
2,2019,SCS,84.12,2,Myoxocephalus octodecemspinosus,41.713167,-66.177333
3,2019,SCS,89.61,5.714285714,Myoxocephalus octodecemspinosus,43.357667,-64.584167
2,2016,SCS,87.78,4,Myoxocephalus octodecemspinosus,41.496167,-66.291833
3,2017,SCS,45.72,70,Myoxocephalus octodecemspinosus,41.722333,-67.471667
3,2020,SCS,36.58,2.857142857,Myoxocephalus octodecemspinosus,41.344,-67.717667
3,2018,SCS,41.15,4,Myoxocephalus octodecemspinosus,41.2435,-67.554833
2,2019,SCS,91.44,6,Myoxocephalus octodecemspinosus,41.584833,-66.177667
3,2019,SCS,88.7,28.57142857,Myoxocephalus octodecemspinosus,43.319833,-64.6465
3,2020,SCS,44.81,8,Myoxocephalus octodecemspinosus,41.535667,-67.301
3,2020,SCS,120.7,128,Myoxocephalus octodecemspinosus,43.536,-66.718167
3,2018,SCS,50.29,6,Myoxocephalus octodecemspinosus,41.070333,-67.738
2,2019,SCS,92.35,6,Myoxocephalus octodecemspinosus,41.561667,-66.198667
2,2016,SCS,76.81,4,Myoxocephalus octodecemspinosus,41.6075,-66.530333
3,2016,SCS,94.18,2.5,Myoxocephalus octodecemspinosus,42.645,-65.3525
3,2018,SCS,55.78,12,Myoxocephalus octodecemspinosus,41.084,-67.576
2,2016,SCS,60.35,4,Myoxocephalus octodecemspinosus,41.603333,-66.961
3,2016,SCS,91.44,19.2,Myoxocephalus octodecemspinosus,42.484167,-65.746333
3,2017,SCS,63.09,4,Myoxocephalus octodecemspinosus,41.902167,-67.912667
2,2016,SCS,63.09,2,Myoxocephalus octodecemspinosus,41.638,-66.932
3,2017,SCS,103.33,4,Myoxocephalus octodecemspinosus,41.907,-67.996667
3,2020,SCS,82.3,100.6451613,Myoxocephalus octodecemspinosus,41.93,-66.242667
3,2020,SCS,186.54,62.06896552,Myoxocephalus octodecemspinosus,44.244,-66.718833
3,2018,SCS,56.69,2,Myoxocephalus octodecemspinosus,41.17,-67.1955
3,2016,SCS,105.16,14,Myoxocephalus octodecemspinosus,42.513333,-65.856
3,2020,SCS,82.3,40,Myoxocephalus octodecemspinosus,41.946167,-66.4215
3,2018,SCS,61.26,4,Myoxocephalus octodecemspinosus,41.209333,-67.126667
3,2019,SCS,93.27,26,Myoxocephalus octodecemspinosus,42.6465,-65.294
3,2016,SCS,105.16,83.47826087,Myoxocephalus octodecemspinosus,42.8465,-65.800667
3,2017,SCS,56.69,376,Myoxocephalus octodecemspinosus,41.97,-67.323333
3,2020,SCS,82.3,572.5,Myoxocephalus octodecemspinosus,42.034667,-66.286833
3,2019,SCS,96.01,66,Myoxocephalus octodecemspinosus,42.691667,-65.387667
3,2016,SCS,87.78,2.142857143,Myoxocephalus octodecemspinosus,42.830167,-65.936333
3,2017,SCS,226.77,2,Myoxocephalus octodecemspinosus,42.250667,-67.091667
3,2020,SCS,124.36,80,Myoxocephalus octodecemspinosus,42.114,-66.208833
3,2020,SCS,73.15,2,Myoxocephalus octodecemspinosus,44.9255,-66.644
3,2019,SCS,91.44,34,Myoxocephalus octodecemspinosus,42.554833,-65.659333
3,2017,SCS,67.67,80,Myoxocephalus octodecemspinosus,42.142333,-67.001167
3,2020,SCS,80.47,2,Myoxocephalus octodecemspinosus,42.0905,-66.472333
2,2019,SCS,68.58,16,Myoxocephalus octodecemspinosus,41.3315,-66.939833
3,2019,SCS,91.44,30,Myoxocephalus octodecemspinosus,42.415667,-65.616333
3,2017,SCS,72.24,57,Myoxocephalus octodecemspinosus,42.051667,-66.795
3,2020,SCS,104.24,404,Myoxocephalus octodecemspinosus,44.909833,-66.026
2,2019,SCS,65.84,2,Myoxocephalus octodecemspinosus,41.136,-66.948667
3,2019,SCS,214.88,4,Myoxocephalus octodecemspinosus,42.272833,-65.754833
2,2016,SCS,77.72,2,Myoxocephalus octodecemspinosus,41.951167,-66.583833
3,2016,SCS,64.92,4,Myoxocephalus octodecemspinosus,42.658833,-66.259167
3,2020,SCS,107.9,78,Myoxocephalus octodecemspinosus,44.851833,-65.866333
3,2018,SCS,85.04,42,Myoxocephalus octodecemspinosus,41.423,-66.5425
2,2019,SCS,63.09,16.55172414,Myoxocephalus octodecemspinosus,41.178667,-67.100333
2,2016,SCS,67.67,15,Myoxocephalus octodecemspinosus,41.951333,-66.711167
3,2017,SCS,56.69,2.608695652,Myoxocephalus octodecemspinosus,42.026667,-66.841667
3,2020,SCS,93.27,269.0322581,Myoxocephalus octodecemspinosus,44.712,-65.960333
3,2018,SCS,69.49,14,Myoxocephalus octodecemspinosus,41.5015,-66.825833
2,2019,SCS,43.89,26.4,Myoxocephalus octodecemspinosus,41.3165,-67.2945
2,2016,SCS,68.58,50,Myoxocephalus octodecemspinosus,41.958833,-66.781
3,2020,SCS,89.61,315,Myoxocephalus octodecemspinosus,44.462667,-66.188
3,2018,SCS,72.24,14,Myoxocephalus octodecemspinosus,41.563,-66.691167
2,2019,SCS,47.55,12,Myoxocephalus octodecemspinosus,41.5075,-67.288
3,2019,SCS,66.75,3.870967742,Myoxocephalus octodecemspinosus,42.613,-66.2375
2,2016,SCS,65.84,16,Myoxocephalus octodecemspinosus,41.907667,-66.918667
3,2018,SCS,79.55,8,Myoxocephalus octodecemspinosus,41.553333,-66.594333
2,2019,SCS,60.35,28,Myoxocephalus octodecemspinosus,41.6725,-67.041167
2,2016,SCS,53.95,16,Myoxocephalus octodecemspinosus,41.998167,-67.210167
3,2020,SCS,71.32,4.285714286,Myoxocephalus octodecemspinosus,41.756833,-66.587667
3,2020,SCS,64.01,86,Myoxocephalus octodecemspinosus,42.7075,-66.126167
3,2018,SCS,87.78,44,Myoxocephalus octodecemspinosus,41.506833,-66.523667
2,2019,SCS,64.01,2,Myoxocephalus octodecemspinosus,41.729333,-66.8975
2,2016,SCS,45.72,32.72727273,Myoxocephalus octodecemspinosus,42.021,-67.311
3,2020,SCS,62.18,24.44444444,Myoxocephalus octodecemspinosus,41.756167,-66.884667
3,2020,SCS,89.61,156,Myoxocephalus octodecemspinosus,42.699667,-65.916167
3,2018,SCS,87.78,18,Myoxocephalus octodecemspinosus,41.554167,-66.382833
2,2019,SCS,53.04,24,Myoxocephalus octodecemspinosus,41.837833,-67.408333
3,2020,SCS,64.92,8,Myoxocephalus octodecemspinosus,41.822167,-66.800333
3,2020,SCS,89.61,48,Myoxocephalus octodecemspinosus,42.537333,-65.6785
3,2018,SCS,78.64,16,Myoxocephalus octodecemspinosus,41.649167,-66.4595
3,2020,SCS,64.01,14,Myoxocephalus octodecemspinosus,41.900333,-66.890167
3,2020,SCS,104.24,10,Myoxocephalus octodecemspinosus,42.352833,-65.498
3,2017,SCS,78.64,8.275862069,Myoxocephalus octodecemspinosus,41.781667,-66.366667
3,2020,SCS,57.61,210,Myoxocephalus octodecemspinosus,41.937167,-67.070167
3,2020,SCS,117.04,2,Myoxocephalus octodecemspinosus,42.499333,-64.945333
2,2016,SCS,36.58,10,Myoxocephalus octodecemspinosus,41.826333,-67.7215
3,2017,SCS,89.61,270,Myoxocephalus octodecemspinosus,41.906,-66.180667
3,2020,SCS,53.04,206,Myoxocephalus octodecemspinosus,41.9815,-67.192167
2,2016,SCS,30.18,2.857142857,Myoxocephalus octodecemspinosus,41.742667,-67.905
3,2017,SCS,93.27,36,Myoxocephalus octodecemspinosus,42.062333,-66.117
3,2020,SCS,73.15,2,Myoxocephalus octodecemspinosus,42.133833,-67.070333
3,2020,SCS,91.44,2,Myoxocephalus octodecemspinosus,43.0265,-64.122167
2,2019,SCS,65.84,10,Myoxocephalus octodecemspinosus,41.840167,-66.635
2,2016,SCS,96.93,32,Myoxocephalus octodecemspinosus,41.8815,-68.0405
2,2019,SCS,69.49,18,Myoxocephalus octodecemspinosus,41.864833,-66.555167
2,2016,SCS,85.95,40,Myoxocephalus octodecemspinosus,41.928667,-67.913333
3,2017,SCS,87.78,4,Myoxocephalus octodecemspinosus,42.07,-66.241667
3,2018,SCS,67.67,2,Myoxocephalus octodecemspinosus,41.9275,-66.767833
2,2016,SCS,108.81,24,Myoxocephalus octodecemspinosus,42.0005,-67.798833
3,2019,SCS,149.05,9.677419355,Myoxocephalus octodecemspinosus,43.322167,-66.767833
3,2016,SCS,113.39,8,Myoxocephalus octodecemspinosus,43.609667,-66.736667
3,2016,SCS,149.05,32,Myoxocephalus octodecemspinosus,43.6625,-66.943167
3,2020,SCS,93.27,6,Myoxocephalus octodecemspinosus,42.044333,-67.604167
3,2018,SCS,79.55,22,Myoxocephalus octodecemspinosus,42.0935,-66.586
3,2020,SCS,54.86,2,Myoxocephalus octodecemspinosus,41.861,-67.951333
3,2019,SCS,149.96,8,Myoxocephalus octodecemspinosus,43.715833,-66.899833
3,2016,SCS,80.47,32.72727273,Myoxocephalus octodecemspinosus,42.0575,-66.512333
3,2020,SCS,36.58,2.608695652,Myoxocephalus octodecemspinosus,41.717833,-68.092667
2,2019,SCS,78.64,16,Myoxocephalus octodecemspinosus,42.1475,-66.9715
3,2016,SCS,75.9,8.571428571,Myoxocephalus octodecemspinosus,41.994833,-66.618
3,2020,SCS,49.38,4,Myoxocephalus octodecemspinosus,41.718667,-68.145833
3,2019,SCS,120.7,4,Myoxocephalus octodecemspinosus,44.3985,-66.969833
3,2016,SCS,71.32,74.28571429,Myoxocephalus octodecemspinosus,42.069167,-66.855667
3,2017,SCS,93.27,90,Myoxocephalus octodecemspinosus,42.024167,-66.08
3,2020,SCS,51.21,43.63636364,Myoxocephalus octodecemspinosus,41.016167,-67.953833
3,2018,SCS,114.3,58,Myoxocephalus octodecemspinosus,42.115167,-66.12
3,2019,SCS,34.75,51.42857143,Myoxocephalus octodecemspinosus,41.824167,-67.832667
3,2016,SCS,62.18,44,Myoxocephalus octodecemspinosus,42.0795,-67.025333
3,2016,SCS,189.28,8,Myoxocephalus octodecemspinosus,44.253667,-66.681833
3,2020,SCS,57.61,4,Myoxocephalus octodecemspinosus,40.944667,-67.783667
3,2019,SCS,115.21,32,Myoxocephalus octodecemspinosus,41.897833,-68.024667
3,2019,SCS,134.42,30,Myoxocephalus octodecemspinosus,44.8455,-66.772833
3,2020,SCS,69.49,8,Myoxocephalus octodecemspinosus,40.912167,-67.571
3,2019,SCS,83.21,3,Myoxocephalus octodecemspinosus,44.941833,-66.491333
3,2016,SCS,74.98,2.068965517,Myoxocephalus octodecemspinosus,44.948333,-66.517333
3,2019,SCS,122.53,2,Myoxocephalus octodecemspinosus,44.900167,-66.322333
3,2020,SCS,65.84,4,Myoxocephalus octodecemspinosus,41.318,-66.9415
3,2019,SCS,96.01,6,Myoxocephalus octodecemspinosus,45.045667,-66.173667
3,2016,SCS,99.67,16,Myoxocephalus octodecemspinosus,45.001833,-66.165333
3,2017,SCS,89.61,10.90909091,Myoxocephalus octodecemspinosus,42.596,-65.4835
3,2020,SCS,87.78,32.90322581,Myoxocephalus octodecemspinosus,41.4665,-66.512667
3,2019,SCS,113.39,6,Myoxocephalus octodecemspinosus,41.419333,-68.731833
3,2016,SCS,91.44,85.71428571,Myoxocephalus octodecemspinosus,42.083167,-69.9415
3,2016,SCS,82.3,10,Myoxocephalus octodecemspinosus,45.085167,-66.065333
3,2020,SCS,78.64,64,Myoxocephalus octodecemspinosus,41.5955,-66.513667
3,2019,SCS,65.84,20,Myoxocephalus octodecemspinosus,41.475,-68.4185
3,2019,SCS,87.78,92,Myoxocephalus octodecemspinosus,45.029333,-65.900333
3,2016,SCS,113.39,2.142857143,Myoxocephalus octodecemspinosus,41.7365,-69.737667
3,2016,SCS,58.52,10.43478261,Myoxocephalus octodecemspinosus,45.239833,-65.6115
3,2020,SCS,82.3,30,Myoxocephalus octodecemspinosus,41.613333,-66.459167
3,2019,SCS,76.81,18,Myoxocephalus octodecemspinosus,41.406333,-68.490833
3,2019,SCS,68.58,88,Myoxocephalus octodecemspinosus,45.14,-65.5925
3,2016,SCS,56.69,6.206896552,Myoxocephalus octodecemspinosus,41.5595,-69.581667
3,2016,SCS,74.98,44,Myoxocephalus octodecemspinosus,45.140833,-65.6325
3,2020,SCS,85.04,50,Myoxocephalus octodecemspinosus,41.703,-66.330167
3,2019,SCS,56.69,16,Myoxocephalus octodecemspinosus,41.412333,-68.361
3,2019,SCS,69.49,58,Myoxocephalus octodecemspinosus,45.1685,-65.432667
3,2016,SCS,75.9,12,Myoxocephalus octodecemspinosus,41.527833,-69.3935
3,2016,SCS,67.67,21.42857143,Myoxocephalus octodecemspinosus,45.045167,-65.272833
3,2020,SCS,107.9,2,Myoxocephalus octodecemspinosus,41.624167,-66.003333
3,2019,SCS,58.52,13.5483871,Myoxocephalus octodecemspinosus,41.337,-68.436167
3,2019,SCS,50.29,64,Myoxocephalus octodecemspinosus,45.1795,-64.891333
3,2016,SCS,139.9,24,Myoxocephalus octodecemspinosus,41.566333,-69.270167
3,2016,SCS,87.78,416,Myoxocephalus octodecemspinosus,45.024667,-65.647167
3,2020,SCS,103.33,24,Myoxocephalus octodecemspinosus,41.7515,-65.978
3,2018,SCS,85.04,204,Myoxocephalus octodecemspinosus,41.922,-66.1715
3,2019,SCS,45.72,2.857142857,Myoxocephalus octodecemspinosus,41.190167,-68.340333
3,2019,SCS,69.49,300,Myoxocephalus octodecemspinosus,44.935167,-65.409667
3,2016,SCS,105.16,214.8387097,Myoxocephalus octodecemspinosus,44.855,-65.86
3,2020,SCS,82.3,4,Myoxocephalus octodecemspinosus,41.9995,-66.48
3,2018,SCS,128.93,26,Myoxocephalus octodecemspinosus,41.867833,-65.846167
3,2019,SCS,56.69,2.727272727,Myoxocephalus octodecemspinosus,41.118,-68.5835
3,2016,SCS,87.78,313.0434783,Myoxocephalus octodecemspinosus,44.684,-65.986833
3,2020,SCS,75.9,2,Myoxocephalus octodecemspinosus,42.0905,-66.6425
3,2018,SCS,139.9,4,Myoxocephalus octodecemspinosus,41.9805,-65.915333
3,2019,SCS,77.72,258,Myoxocephalus octodecemspinosus,44.7865,-65.7995
3,2016,SCS,85.95,36,Myoxocephalus octodecemspinosus,41.797833,-68.192833
3,2016,SCS,108.81,378,Myoxocephalus octodecemspinosus,44.82,-66.1265
3,2019,SCS,168.25,4,Myoxocephalus octodecemspinosus,41.726333,-69.3735
3,2016,SCS,73.15,40.71428571,Myoxocephalus octodecemspinosus,41.755167,-68.262833
3,2016,SCS,123.44,125.4545455,Myoxocephalus octodecemspinosus,43.535167,-66.571833
3,2019,SCS,89.61,309,Myoxocephalus octodecemspinosus,44.792667,-65.848833
3,2016,SCS,62.18,19.09090909,Myoxocephalus octodecemspinosus,41.115,-68.6965
3,2016,SCS,162.76,4,Myoxocephalus octodecemspinosus,43.3755,-65.004667
3,2019,SCS,111.56,170,Myoxocephalus octodecemspinosus,44.7875,-65.9585
3,2016,SCS,85.95,14,Myoxocephalus octodecemspinosus,41.2015,-68.831333
3,2016,SCS,89.61,3.870967742,Myoxocephalus octodecemspinosus,43.477333,-64.763167
3,2019,SCS,109.73,45.71428571,Myoxocephalus octodecemspinosus,44.734833,-66.077333
3,2016,SCS,95.1,2,Myoxocephalus octodecemspinosus,41.273333,-69.222667
3,2019,SCS,125.27,6,Myoxocephalus octodecemspinosus,44.492167,-66.242
3,2019,SCS,84.12,5.714285714,Myoxocephalus octodecemspinosus,44.0655,-66.778833
3,2016,SCS,87.78,2,Myoxocephalus octodecemspinosus,40.354333,-69.205667
3,2019,SCS,82.3,10,Myoxocephalus octodecemspinosus,41.186167,-68.823833
3,2019,SCS,132.59,17.14285714,Myoxocephalus octodecemspinosus,42.836667,-65.611333
3,2019,SCS,116.13,22,Myoxocephalus octodecemspinosus,42.768,-65.743333
3,2019,SCS,65.84,2.142857143,Myoxocephalus octodecemspinosus,40.801833,-68.974667
3,2019,SCS,65.84,2,Myoxocephalus octodecemspinosus,40.55,-68.89
3,2019,SCS,87.78,4,Myoxocephalus octodecemspinosus,43.143333,-64.2565
3,2016,SCS,56.69,8,Myoxocephalus octodecemspinosus,40.785333,-68.204167
3,2019,SCS,89.61,4,Myoxocephalus octodecemspinosus,43.11,-64.1465
3,2016,SCS,41.15,22.85714286,Myoxocephalus octodecemspinosus,41.064167,-68.325167
3,2016,SCS,55.78,4.137931034,Myoxocephalus octodecemspinosus,40.997667,-67.783333
3,2019,SCS,67.67,12,Myoxocephalus octodecemspinosus,40.787,-67.995333
3,2016,SCS,65.84,7.2,Myoxocephalus octodecemspinosus,40.876,-67.742667
3,2019,SCS,69.49,6,Myoxocephalus octodecemspinosus,40.746667,-67.807667
3,2016,SCS,89.61,6,Myoxocephalus octodecemspinosus,40.840833,-67.31
3,2019,SCS,62.18,13.125,Myoxocephalus octodecemspinosus,40.911167,-67.717667
3,2019,SCS,42.06,2,Myoxocephalus octodecemspinosus,41.010667,-67.941667
3,2016,SCS,40.23,4.615384615,Myoxocephalus octodecemspinosus,41.423667,-67.493
3,2019,SCS,45.72,8,Myoxocephalus octodecemspinosus,41.24,-67.373
