,year,survey,depth,num_cpue,accepted_name
1365,2019,SCS,115.21,112,Merluccius bilinearis
1366,2019,SCS,134.42,183,Merluccius bilinearis
1367,2016,SCS,228.6,1586.4,Merluccius bilinearis
1368,2016,SCS,160.02,290,Merluccius bilinearis
1369,2020,SCS,69.49,66,Merluccius bilinearis
1370,2019,SCS,83.21,42,Merluccius bilinearis
1371,2016,SCS,74.98,136.5517241,Merluccius bilinearis
1372,2019,SCS,122.53,112,Merluccius bilinearis
1373,2016,SCS,57.61,124,Merluccius bilinearis
1374,2018,SCS,85.95,24,Merluccius bilinearis
1375,2019,SCS,162.76,1128,Merluccius bilinearis
1376,2019,SCS,96.01,24,Merluccius bilinearis
1377,2016,SCS,182.88,1417.142857,Merluccius bilinearis
1378,2016,SCS,99.67,26,Merluccius bilinearis
1379,2020,SCS,87.78,5.806451613,Merluccius bilinearis
1380,2018,SCS,90.53,48,Merluccius bilinearis
1381,2019,SCS,113.39,20,Merluccius bilinearis
1382,2016,SCS,91.44,1571.428571,Merluccius bilinearis
1383,2016,SCS,82.3,24,Merluccius bilinearis
1384,2020,SCS,78.64,2,Merluccius bilinearis
1385,2018,SCS,95.1,52,Merluccius bilinearis
1386,2019,SCS,65.84,88,Merluccius bilinearis
1387,2016,SCS,113.39,2057.142857,Merluccius bilinearis
1388,2020,SCS,82.3,2,Merluccius bilinearis
1389,2018,SCS,88.7,62,Merluccius bilinearis
1390,2019,SCS,76.81,144,Merluccius bilinearis
1391,2016,SCS,56.69,55.86206897,Merluccius bilinearis
1392,2018,SCS,85.04,6,Merluccius bilinearis
1393,2019,SCS,56.69,18,Merluccius bilinearis
1394,2016,SCS,75.9,2,Merluccius bilinearis
1395,2020,SCS,107.9,2,Merluccius bilinearis
1396,2019,SCS,58.52,81.29032258,Merluccius bilinearis
1397,2016,SCS,139.9,1110,Merluccius bilinearis
1398,2016,SCS,87.78,2,Merluccius bilinearis
1399,2020,SCS,103.33,12,Merluccius bilinearis
1400,2016,SCS,155.45,104,Merluccius bilinearis
1401,2016,SCS,105.16,5.806451613,Merluccius bilinearis
1402,2019,SCS,56.69,2.727272727,Merluccius bilinearis
1403,2016,SCS,165.51,1982,Merluccius bilinearis
1404,2018,SCS,139.9,156,Merluccius bilinearis
1405,2019,SCS,162.76,494,Merluccius bilinearis
1406,2016,SCS,85.95,560,Merluccius bilinearis
1407,2016,SCS,108.81,62,Merluccius bilinearis
1408,2019,SCS,168.25,1266,Merluccius bilinearis
1409,2016,SCS,73.15,471.4285714,Merluccius bilinearis
1410,2016,SCS,123.44,970.9090909,Merluccius bilinearis
1411,2019,SCS,89.61,6,Merluccius bilinearis
1412,2016,SCS,62.18,16.36363636,Merluccius bilinearis
1413,2016,SCS,162.76,1468,Merluccius bilinearis
1414,2019,SCS,111.56,30,Merluccius bilinearis
1415,2016,SCS,85.95,18,Merluccius bilinearis
1416,2019,SCS,109.73,8.571428571,Merluccius bilinearis
1417,2016,SCS,95.1,4,Merluccius bilinearis
1418,2019,SCS,125.27,230,Merluccius bilinearis
1419,2019,SCS,140.82,2,Merluccius bilinearis
1420,2016,SCS,87.78,8,Merluccius bilinearis
1421,2019,SCS,82.3,5,Merluccius bilinearis
1422,2019,SCS,132.59,1084.285714,Merluccius bilinearis
1423,2016,SCS,87.78,4,Merluccius bilinearis
1424,2019,SCS,56.69,6.923076923,Merluccius bilinearis
1425,2019,SCS,65.84,6.428571429,Merluccius bilinearis
1426,2019,SCS,111.56,82,Merluccius bilinearis
1427,2019,SCS,65.84,62,Merluccius bilinearis
1428,2016,SCS,107.9,6.666666667,Merluccius bilinearis
1429,2019,SCS,87.78,186,Merluccius bilinearis
1430,2016,SCS,89.61,11.53846154,Merluccius bilinearis
1431,2019,SCS,104.24,248,Merluccius bilinearis
1432,2016,SCS,56.69,16,Merluccius bilinearis
1433,2019,SCS,156.36,6,Merluccius bilinearis
1434,2019,SCS,64.01,16,Merluccius bilinearis
1435,2019,SCS,173.74,1176,Merluccius bilinearis
1436,2019,SCS,67.67,70,Merluccius bilinearis
1437,2019,SCS,141.73,84,Merluccius bilinearis
1438,2016,SCS,65.84,14.4,Merluccius bilinearis
1439,2019,SCS,69.49,48,Merluccius bilinearis
1440,2019,SCS,103.33,112,Merluccius bilinearis
1441,2016,SCS,89.61,22,Merluccius bilinearis
1442,2019,SCS,62.18,95.625,Merluccius bilinearis
1443,2019,SCS,80.47,6,Merluccius bilinearis
1444,2016,SCS,91.44,3.870967742,Merluccius bilinearis
1445,2019,SCS,38.4,2.222222222,Merluccius bilinearis
1446,2019,SCS,115.21,16,Merluccius bilinearis
1447,2019,SCS,203,558.6206897,Merluccius bilinearis
1448,2019,SCS,193.85,742,Merluccius bilinearis
1449,2019,SCS,166.42,334,Merluccius bilinearis
1450,2016,SCS,209.4,1362,Merluccius bilinearis
1451,2019,SCS,60.35,22,Merluccius bilinearis
1452,2019,SCS,161.85,850,Merluccius bilinearis
1453,2019,SCS,80.47,78,Merluccius bilinearis
1454,2019,SCS,124.36,160,Merluccius bilinearis
1455,2019,SCS,91.44,74,Merluccius bilinearis
1456,2019,SCS,179.22,1454,Merluccius bilinearis
1457,2019,SCS,91.44,12,Merluccius bilinearis
1458,2019,SCS,91.44,4,Merluccius bilinearis
1459,2019,SCS,91.44,2,Merluccius bilinearis
1460,2019,SCS,85.95,2,Merluccius bilinearis
1461,2017,SCS,135.33,1.935483871,Brosme brosme
1462,2019,SCS,286.21,2,Brosme brosme
1463,2016,SCS,217.63,6,Brosme brosme
1464,2017,SCS,226.77,2,Brosme brosme
1465,2019,SCS,213.06,2,Brosme brosme
1466,2019,SCS,174.65,2,Brosme brosme
1467,2019,SCS,198.42,6,Brosme brosme
1468,2017,SCS,203,2,Brosme brosme
1469,2018,SCS,114.3,4,Brosme brosme
1470,2017,SCS,135.33,1.935483871,Pollachius virens
1471,2017,SCS,103.33,38,Pollachius virens
1472,2019,SCS,215.8,2,Pollachius virens
1473,2019,SCS,170.08,2.142857143,Pollachius virens
1474,2016,SCS,228.6,1.818181818,Pollachius virens
1475,2016,SCS,107.9,2,Pollachius virens
1476,2017,SCS,152.7,2,Pollachius virens
1477,2019,SCS,247.8,28,Pollachius virens
1478,2016,SCS,106.07,9,Pollachius virens
1479,2020,SCS,118.87,18,Pollachius virens
1480,2019,SCS,286.21,108,Pollachius virens
1481,2016,SCS,86.87,2,Pollachius virens
1482,2016,SCS,84.12,3.870967742,Pollachius virens
1483,2019,SCS,274.32,6.666666667,Pollachius virens
1484,2016,SCS,98.76,8,Pollachius virens
1485,2019,SCS,109.73,12,Pollachius virens
1486,2016,SCS,171.91,4,Pollachius virens
1487,2020,SCS,111.56,2,Pollachius virens
1488,2019,SCS,116.13,4,Pollachius virens
1489,2016,SCS,217.63,6,Pollachius virens
1490,2020,SCS,91.44,2,Pollachius virens
1491,2019,SCS,108.81,4,Pollachius virens
1492,2016,SCS,133.5,10,Pollachius virens
1493,2016,SCS,213.97,2.608695652,Pollachius virens
1494,2019,SCS,78.64,6,Pollachius virens
1495,2019,SCS,109.73,12,Pollachius virens
1496,2016,SCS,198.42,2,Pollachius virens
1497,2017,SCS,74.98,2,Pollachius virens
1498,2020,SCS,299.92,71.42857143,Pollachius virens
1499,2019,SCS,82.3,2,Pollachius virens
1500,2019,SCS,145.39,2,Pollachius virens
1501,2020,SCS,296.27,64,Pollachius virens
1502,2016,SCS,92.35,2,Pollachius virens
1503,2020,SCS,292.61,4,Pollachius virens
1504,2018,SCS,82.3,22,Pollachius virens
1505,2016,SCS,92.35,6,Pollachius virens
1506,2020,SCS,272.49,6,Pollachius virens
1507,2016,SCS,95.1,4,Pollachius virens
1508,2020,SCS,192.02,2,Pollachius virens
1509,2020,SCS,195.68,4.444444444,Pollachius virens
1510,2020,SCS,228.6,138.4615385,Pollachius virens
1511,2016,SCS,192.02,2.068965517,Pollachius virens
1512,2020,SCS,239.57,34.28571429,Pollachius virens
1513,2019,SCS,146.3,2,Pollachius virens
1514,2019,SCS,243.23,2,Pollachius virens
1515,2020,SCS,206.65,4,Pollachius virens
1516,2019,SCS,213.06,2.307692308,Pollachius virens
1517,2020,SCS,179.22,10,Pollachius virens
1518,2020,SCS,182.88,10.71428571,Pollachius virens
1519,2019,SCS,117.04,2,Pollachius virens
1520,2016,SCS,96.01,10,Pollachius virens
1521,2019,SCS,135.33,3,Pollachius virens
1522,2016,SCS,91.44,2,Pollachius virens
1523,2020,SCS,135.33,6,Pollachius virens
1524,2016,SCS,88.7,2,Pollachius virens
1525,2020,SCS,210.31,2.307692308,Pollachius virens
1526,2016,SCS,258.78,2.857142857,Pollachius virens
1527,2020,SCS,120.7,14,Pollachius virens
1528,2019,SCS,86.87,2.4,Pollachius virens
1529,2016,SCS,60.35,2,Pollachius virens
1530,2019,SCS,159.11,8,Pollachius virens
1531,2017,SCS,103.33,2,Pollachius virens
1532,2020,SCS,186.54,2.068965517,Pollachius virens
1533,2019,SCS,164.59,2,Pollachius virens
1534,2016,SCS,105.16,2,Pollachius virens
1535,2019,SCS,93.27,8,Pollachius virens
1536,2016,SCS,105.16,2.608695652,Pollachius virens
1537,2019,SCS,96.01,6,Pollachius virens
1538,2017,SCS,226.77,1506,Pollachius virens
1539,2020,SCS,124.36,44,Pollachius virens
1540,2017,SCS,67.67,10,Pollachius virens
1541,2019,SCS,110.64,2,Pollachius virens
1542,2020,SCS,93.27,1.935483871,Pollachius virens
1543,2019,SCS,213.06,2,Pollachius virens
1544,2017,SCS,60.35,2,Pollachius virens
1545,2016,SCS,269.75,69,Pollachius virens
1546,2019,SCS,175.56,10,Pollachius virens
1547,2019,SCS,174.65,6,Pollachius virens
1548,2019,SCS,187.45,4,Pollachius virens
1549,2016,SCS,235.92,172,Pollachius virens
1550,2016,SCS,238.66,6.428571429,Pollachius virens
1551,2019,SCS,312.72,2.857142857,Pollachius virens
1552,2016,SCS,256.03,1.764705882,Pollachius virens
1553,2020,SCS,128.02,2,Pollachius virens
1554,2019,SCS,198.42,2,Pollachius virens
1555,2016,SCS,179.22,2,Pollachius virens
1556,2017,SCS,93.27,34,Pollachius virens
1557,2019,SCS,229.51,42,Pollachius virens
1558,2016,SCS,178.31,8.571428571,Pollachius virens
1559,2017,SCS,203,44,Pollachius virens
1560,2020,SCS,257.86,132,Pollachius virens
1561,2019,SCS,225.86,48,Pollachius virens
1562,2016,SCS,200.25,6.923076923,Pollachius virens
1563,2017,SCS,87.78,10,Pollachius virens
1564,2020,SCS,214.88,18,Pollachius virens
1565,2019,SCS,228.6,20,Pollachius virens
1566,2016,SCS,212.14,24,Pollachius virens
1567,2020,SCS,283.46,20,Pollachius virens
1568,2016,SCS,280.72,4,Pollachius virens
1569,2016,SCS,87.78,4,Pollachius virens
1570,2019,SCS,235.92,208,Pollachius virens
1571,2016,SCS,193.85,4,Pollachius virens
1572,2020,SCS,54.86,2,Pollachius virens
1573,2018,SCS,258.78,272,Pollachius virens
1574,2019,SCS,149.96,4,Pollachius virens
1575,2017,SCS,210.31,74,Pollachius virens
1576,2018,SCS,277.98,4,Pollachius virens
1577,2017,SCS,290.78,86,Pollachius virens
1578,2016,SCS,71.32,2.857142857,Pollachius virens
1579,2017,SCS,93.27,2,Pollachius virens
1580,2018,SCS,114.3,46,Pollachius virens
1581,2017,SCS,91.44,2,Pollachius virens
1582,2017,SCS,93.27,10,Pollachius virens
1583,2019,SCS,162.76,2,Pollachius virens
1584,2017,SCS,89.61,13.63636364,Pollachius virens
1585,2019,SCS,50.29,2,Pollachius virens
1586,2018,SCS,128.93,60,Pollachius virens
1587,2020,SCS,75.9,2,Pollachius virens
1588,2018,SCS,139.9,40,Pollachius virens
1589,2016,SCS,106.98,2.857142857,Pollachius virens
1590,2019,SCS,84.12,31.42857143,Pollachius virens
1591,2019,SCS,89.61,4,Pollachius virens
1592,2019,SCS,173.74,4,Pollachius virens
1593,2019,SCS,203,8.275862069,Pollachius virens
1594,2019,SCS,166.42,2,Pollachius virens
1595,2016,SCS,209.4,24,Pollachius virens
1596,2019,SCS,124.36,2,Pollachius virens
1597,2019,SCS,179.22,2,Pollachius virens
1598,2019,SCS,527.61,10,Merluccius albidus
1599,2016,SCS,109.73,13.33333333,Hippoglossus hippoglossus
1600,2020,SCS,164.59,2,Hippoglossus hippoglossus
1601,2017,SCS,103.33,2,Hippoglossus hippoglossus
1602,2016,SCS,228.6,1.818181818,Hippoglossus hippoglossus
1603,2016,SCS,107.9,2,Hippoglossus hippoglossus
1604,2020,SCS,148.13,5.714285714,Hippoglossus hippoglossus
1605,2017,SCS,162.76,8,Hippoglossus hippoglossus
1606,2017,SCS,152.7,2,Hippoglossus hippoglossus
1607,2016,SCS,106.07,15,Hippoglossus hippoglossus
1608,2020,SCS,95.1,2,Hippoglossus hippoglossus
1609,2020,SCS,153.62,2,Hippoglossus hippoglossus
1610,2020,SCS,129.84,2,Hippoglossus hippoglossus
1611,2020,SCS,104.24,2.142857143,Hippoglossus hippoglossus
1612,2019,SCS,110.64,4,Hippoglossus hippoglossus
1613,2016,SCS,145.39,4.285714286,Hippoglossus hippoglossus
1614,2020,SCS,111.56,18,Hippoglossus hippoglossus
1615,2019,SCS,116.13,2,Hippoglossus hippoglossus
1616,2016,SCS,147.22,5,Hippoglossus hippoglossus
1617,2019,SCS,108.81,4,Hippoglossus hippoglossus
1618,2016,SCS,133.5,2,Hippoglossus hippoglossus
1619,2019,SCS,109.73,6,Hippoglossus hippoglossus
1620,2019,SCS,82.3,2,Hippoglossus hippoglossus
1621,2019,SCS,145.39,2,Hippoglossus hippoglossus
1622,2016,SCS,178.31,6,Hippoglossus hippoglossus
1623,2016,SCS,92.35,8,Hippoglossus hippoglossus
1624,2016,SCS,92.35,8,Hippoglossus hippoglossus
1625,2020,SCS,272.49,2,Hippoglossus hippoglossus
1626,2016,SCS,95.1,6,Hippoglossus hippoglossus
1627,2019,SCS,156.36,2,Hippoglossus hippoglossus
1628,2016,SCS,146.3,1.935483871,Hippoglossus hippoglossus
1629,2019,SCS,213.06,2.307692308,Hippoglossus hippoglossus
1630,2016,SCS,128.02,4,Hippoglossus hippoglossus
1631,2019,SCS,171.91,4,Hippoglossus hippoglossus
1632,2016,SCS,96.01,12,Hippoglossus hippoglossus
1633,2019,SCS,152.7,2,Hippoglossus hippoglossus
1634,2016,SCS,91.44,6,Hippoglossus hippoglossus
1635,2020,SCS,135.33,10,Hippoglossus hippoglossus
1636,2016,SCS,88.7,2,Hippoglossus hippoglossus
1637,2020,SCS,120.7,10,Hippoglossus hippoglossus
1638,2016,SCS,94.18,2.5,Hippoglossus hippoglossus
1639,2016,SCS,122.53,4.444444444,Hippoglossus hippoglossus
1640,2020,SCS,82.3,1.935483871,Hippoglossus hippoglossus
1641,2020,SCS,186.54,2.068965517,Hippoglossus hippoglossus
1642,2019,SCS,164.59,8,Hippoglossus hippoglossus
1643,2020,SCS,82.3,2,Hippoglossus hippoglossus
1644,2019,SCS,93.27,2,Hippoglossus hippoglossus
1645,2016,SCS,105.16,5.217391304,Hippoglossus hippoglossus
1646,2020,SCS,82.3,2.5,Hippoglossus hippoglossus
1647,2020,SCS,82.3,2.068965517,Hippoglossus hippoglossus
1648,2017,SCS,72.24,3,Hippoglossus hippoglossus
1649,2020,SCS,107.9,2,Hippoglossus hippoglossus
1650,2016,SCS,154.53,2.608695652,Hippoglossus hippoglossus
1651,2017,SCS,56.69,2.608695652,Hippoglossus hippoglossus
1652,2016,SCS,192.94,5.714285714,Hippoglossus hippoglossus
1653,2020,SCS,89.61,12,Hippoglossus hippoglossus
1654,2019,SCS,174.65,4,Hippoglossus hippoglossus
1655,2020,SCS,57.61,2,Hippoglossus hippoglossus
1656,2020,SCS,117.04,4,Hippoglossus hippoglossus
1657,2020,SCS,128.02,2,Hippoglossus hippoglossus
1658,2016,SCS,179.22,14,Hippoglossus hippoglossus
1659,2017,SCS,93.27,2,Hippoglossus hippoglossus
1660,2017,SCS,87.78,2,Hippoglossus hippoglossus
1661,2019,SCS,71.32,2,Hippoglossus hippoglossus
1662,2019,SCS,149.05,1.935483871,Hippoglossus hippoglossus
1663,2016,SCS,280.72,2,Hippoglossus hippoglossus
1664,2016,SCS,113.39,2,Hippoglossus hippoglossus
1665,2017,SCS,84.12,2,Hippoglossus hippoglossus
1666,2016,SCS,193.85,2,Hippoglossus hippoglossus
1667,2017,SCS,80.47,6,Hippoglossus hippoglossus
1668,2019,SCS,149.96,2,Hippoglossus hippoglossus
1669,2018,SCS,114.3,4,Hippoglossus hippoglossus
1670,2018,SCS,76.81,2,Hippoglossus hippoglossus
1671,2016,SCS,74.98,2.068965517,Hippoglossus hippoglossus
1672,2017,SCS,91.44,2,Hippoglossus hippoglossus
1673,2017,SCS,93.27,4,Hippoglossus hippoglossus
1674,2016,SCS,99.67,2,Hippoglossus hippoglossus
1675,2020,SCS,103.33,2,Hippoglossus hippoglossus
1676,2016,SCS,105.16,1.935483871,Hippoglossus hippoglossus
1677,2016,SCS,87.78,2.608695652,Hippoglossus hippoglossus
1678,2019,SCS,77.72,3,Hippoglossus hippoglossus
1679,2016,SCS,123.44,2.727272727,Hippoglossus hippoglossus
1680,2019,SCS,89.61,9,Hippoglossus hippoglossus
1681,2019,SCS,111.56,2,Hippoglossus hippoglossus
1682,2019,SCS,125.27,2,Hippoglossus hippoglossus
1683,2019,SCS,84.12,2.857142857,Hippoglossus hippoglossus
1684,2019,SCS,91.44,2,Hippoglossus hippoglossus
1685,2019,SCS,216.71,2,Reinhardtius hippoglossoides
1686,2020,SCS,292.61,2,Reinhardtius hippoglossoides
1687,2019,SCS,164.59,2,Reinhardtius hippoglossoides
1688,2020,SCS,73.15,2,Reinhardtius hippoglossoides
1689,2016,SCS,74.98,2.068965517,Reinhardtius hippoglossoides
1690,2019,SCS,122.53,2,Reinhardtius hippoglossoides
1691,2016,SCS,57.61,30,Reinhardtius hippoglossoides
1692,2016,SCS,74.98,2,Reinhardtius hippoglossoides
1693,2017,SCS,103.33,4,Hippoglossoides platessoides
1694,2017,SCS,161.85,2,Hippoglossoides platessoides
1695,2020,SCS,153.62,4,Hippoglossoides platessoides
1696,2017,SCS,135.33,6,Hippoglossoides platessoides
1697,2019,SCS,109.73,4,Hippoglossoides platessoides
1698,2017,SCS,84.12,8,Hippoglossoides platessoides
1699,2020,SCS,104.24,6.428571429,Hippoglossoides platessoides
1700,2018,SCS,85.04,4,Hippoglossoides platessoides
1701,2019,SCS,109.73,2,Hippoglossoides platessoides
1702,2019,SCS,110.64,6,Hippoglossoides platessoides
1703,2016,SCS,145.39,4.285714286,Hippoglossoides platessoides
1704,2017,SCS,90.53,18,Hippoglossoides platessoides
1705,2020,SCS,111.56,4,Hippoglossoides platessoides
1706,2018,SCS,84.12,2,Hippoglossoides platessoides
1707,2017,SCS,68.58,2,Hippoglossoides platessoides
1708,2016,SCS,147.22,5,Hippoglossoides platessoides
1709,2017,SCS,96.93,2,Hippoglossoides platessoides
1710,2020,SCS,91.44,2,Hippoglossoides platessoides
1711,2018,SCS,79.55,6,Hippoglossoides platessoides
1712,2019,SCS,108.81,14,Hippoglossoides platessoides
1713,2017,SCS,87.78,34,Hippoglossoides platessoides
1714,2017,SCS,82.3,3,Hippoglossoides platessoides
1715,2019,SCS,109.73,12,Hippoglossoides platessoides
1716,2016,SCS,95.1,8,Hippoglossoides platessoides
1717,2017,SCS,74.98,100,Hippoglossoides platessoides
1718,2017,SCS,60.35,2,Hippoglossoides platessoides
1719,2016,SCS,82.3,6,Hippoglossoides platessoides
1720,2017,SCS,62.18,20,Hippoglossoides platessoides
1721,2020,SCS,89.61,2,Hippoglossoides platessoides
1722,2018,SCS,66.75,8,Hippoglossoides platessoides
1723,2016,SCS,87.78,8,Hippoglossoides platessoides
1724,2017,SCS,72.24,2,Hippoglossoides platessoides
1725,2020,SCS,89.61,14,Hippoglossoides platessoides
1726,2018,SCS,82.3,8,Hippoglossoides platessoides
1727,2019,SCS,84.12,2,Hippoglossoides platessoides
1728,2019,SCS,78.64,10,Hippoglossoides platessoides
1729,2016,SCS,134.42,4,Hippoglossoides platessoides
1730,2016,SCS,95.1,2,Hippoglossoides platessoides
1731,2018,SCS,93.27,2,Hippoglossoides platessoides
1732,2019,SCS,78.64,8,Hippoglossoides platessoides
1733,2020,SCS,91.44,12,Hippoglossoides platessoides
1734,2018,SCS,124.36,6,Hippoglossoides platessoides
1735,2019,SCS,83.21,14,Hippoglossoides platessoides
1736,2017,SCS,74.07,2,Hippoglossoides platessoides
1737,2020,SCS,81.38,6.666666667,Hippoglossoides platessoides
1738,2018,SCS,63.09,2,Hippoglossoides platessoides
1739,2019,SCS,89.61,8,Hippoglossoides platessoides
1740,2017,SCS,65.84,2,Hippoglossoides platessoides
1741,2020,SCS,67.67,2,Hippoglossoides platessoides
1742,2018,SCS,99.67,6,Hippoglossoides platessoides
1743,2019,SCS,80.47,2,Hippoglossoides platessoides
1744,2016,SCS,82.3,2,Hippoglossoides platessoides
1745,2019,SCS,243.23,2,Hippoglossoides platessoides
1746,2016,SCS,75.9,4,Hippoglossoides platessoides
1747,2017,SCS,42.98,3,Hippoglossoides platessoides
1748,2020,SCS,179.22,2,Hippoglossoides platessoides
1749,2018,SCS,60.35,2,Hippoglossoides platessoides
1750,2016,SCS,69.49,2,Hippoglossoides platessoides
1751,2018,SCS,49.38,2,Hippoglossoides platessoides
1752,2019,SCS,152.7,4,Hippoglossoides platessoides
1753,2016,SCS,91.44,10,Hippoglossoides platessoides
1754,2018,SCS,52.12,6,Hippoglossoides platessoides
1755,2019,SCS,93.27,4,Hippoglossoides platessoides
1756,2016,SCS,91.44,18,Hippoglossoides platessoides
1757,2017,SCS,56.69,6,Hippoglossoides platessoides
1758,2018,SCS,48.46,8,Hippoglossoides platessoides
1759,2019,SCS,84.12,12,Hippoglossoides platessoides
1760,2019,SCS,89.61,2.857142857,Hippoglossoides platessoides
1761,2016,SCS,87.78,28,Hippoglossoides platessoides
1762,2017,SCS,45.72,8,Hippoglossoides platessoides
1763,2020,SCS,204.83,2,Hippoglossoides platessoides
1764,2019,SCS,88.7,14.28571429,Hippoglossoides platessoides
1765,2016,SCS,85.04,44,Hippoglossoides platessoides
1766,2020,SCS,44.81,4,Hippoglossoides platessoides
1767,2018,SCS,50.29,4,Hippoglossoides platessoides
1768,2019,SCS,92.35,2,Hippoglossoides platessoides
1769,2016,SCS,76.81,24,Hippoglossoides platessoides
1770,2018,SCS,55.78,12,Hippoglossoides platessoides
1771,2016,SCS,91.44,9.6,Hippoglossoides platessoides
1772,2020,SCS,133.5,7.741935484,Hippoglossoides platessoides
1773,2016,SCS,63.09,4,Hippoglossoides platessoides
1774,2016,SCS,122.53,2.222222222,Hippoglossoides platessoides
1775,2019,SCS,79.55,2.307692308,Hippoglossoides platessoides
1776,2019,SCS,164.59,2,Hippoglossoides platessoides
1777,2016,SCS,60.35,3,Hippoglossoides platessoides
1778,2016,SCS,105.16,14,Hippoglossoides platessoides
1779,2020,SCS,82.3,2,Hippoglossoides platessoides
1780,2018,SCS,61.26,4,Hippoglossoides platessoides
1781,2016,SCS,71.32,2,Hippoglossoides platessoides
1782,2016,SCS,105.16,7.826086957,Hippoglossoides platessoides
1783,2017,SCS,56.69,6,Hippoglossoides platessoides
1784,2020,SCS,82.3,2.5,Hippoglossoides platessoides
1785,2019,SCS,96.01,4,Hippoglossoides platessoides
1786,2016,SCS,76.81,2,Hippoglossoides platessoides
1787,2017,SCS,226.77,2,Hippoglossoides platessoides
1788,2020,SCS,73.15,6,Hippoglossoides platessoides
1789,2019,SCS,91.44,6,Hippoglossoides platessoides
1790,2016,SCS,81.38,2.068965517,Hippoglossoides platessoides
1791,2017,SCS,67.67,4,Hippoglossoides platessoides
1792,2019,SCS,68.58,2,Hippoglossoides platessoides
1793,2019,SCS,91.44,2,Hippoglossoides platessoides
1794,2017,SCS,72.24,3,Hippoglossoides platessoides
1795,2019,SCS,65.84,6,Hippoglossoides platessoides
1796,2016,SCS,64.92,2,Hippoglossoides platessoides
1797,2017,SCS,71.32,2,Hippoglossoides platessoides
1798,2018,SCS,85.04,2,Hippoglossoides platessoides
1799,2019,SCS,63.09,6.206896552,Hippoglossoides platessoides
1800,2019,SCS,110.64,2,Hippoglossoides platessoides
1801,2016,SCS,67.67,4.285714286,Hippoglossoides platessoides
1802,2016,SCS,154.53,2.608695652,Hippoglossoides platessoides
1803,2018,SCS,69.49,16,Hippoglossoides platessoides
1804,2019,SCS,43.89,4.8,Hippoglossoides platessoides
1805,2019,SCS,213.06,2,Hippoglossoides platessoides
1806,2016,SCS,68.58,6,Hippoglossoides platessoides
1807,2018,SCS,72.24,42,Hippoglossoides platessoides
1808,2019,SCS,47.55,2,Hippoglossoides platessoides
1809,2016,SCS,65.84,8,Hippoglossoides platessoides
1810,2018,SCS,79.55,22,Hippoglossoides platessoides
1811,2019,SCS,60.35,8,Hippoglossoides platessoides
1812,2016,SCS,53.95,6,Hippoglossoides platessoides
1813,2020,SCS,71.32,4.285714286,Hippoglossoides platessoides
1814,2020,SCS,64.01,2,Hippoglossoides platessoides
1815,2018,SCS,87.78,32,Hippoglossoides platessoides
1816,2016,SCS,45.72,2.727272727,Hippoglossoides platessoides
1817,2017,SCS,71.32,2,Hippoglossoides platessoides
1818,2020,SCS,62.18,17.77777778,Hippoglossoides platessoides
1819,2020,SCS,89.61,28,Hippoglossoides platessoides
1820,2018,SCS,87.78,18,Hippoglossoides platessoides
1821,2020,SCS,64.92,34,Hippoglossoides platessoides
1822,2020,SCS,89.61,4,Hippoglossoides platessoides
1823,2018,SCS,78.64,62,Hippoglossoides platessoides
1824,2017,SCS,85.95,2,Hippoglossoides platessoides
1825,2020,SCS,64.01,18,Hippoglossoides platessoides
1826,2018,SCS,64.01,24,Hippoglossoides platessoides
1827,2019,SCS,329.18,2,Hippoglossoides platessoides
1828,2017,SCS,78.64,31.03448276,Hippoglossoides platessoides
1829,2018,SCS,71.32,2,Hippoglossoides platessoides
1830,2019,SCS,312.72,2.857142857,Hippoglossoides platessoides
1831,2016,SCS,256.03,1.764705882,Hippoglossoides platessoides
1832,2017,SCS,89.61,3,Hippoglossoides platessoides
1833,2020,SCS,53.04,2,Hippoglossoides platessoides
1834,2018,SCS,66.75,2,Hippoglossoides platessoides
1835,2019,SCS,66.75,3,Hippoglossoides platessoides
1836,2019,SCS,198.42,2,Hippoglossoides platessoides
1837,2016,SCS,179.22,2,Hippoglossoides platessoides
1838,2018,SCS,72.24,6,Hippoglossoides platessoides
1839,2019,SCS,65.84,30,Hippoglossoides platessoides
1840,2016,SCS,96.93,24,Hippoglossoides platessoides
1841,2016,SCS,178.31,2.857142857,Hippoglossoides platessoides
1842,2018,SCS,56.69,2,Hippoglossoides platessoides
1843,2019,SCS,69.49,16,Hippoglossoides platessoides
1844,2016,SCS,85.95,8,Hippoglossoides platessoides
1845,2016,SCS,108.81,22,Hippoglossoides platessoides
1846,2019,SCS,149.05,1.935483871,Hippoglossoides platessoides
1847,2019,SCS,62.18,4,Hippoglossoides platessoides
1848,2016,SCS,149.05,2,Hippoglossoides platessoides
1849,2019,SCS,65.84,2,Hippoglossoides platessoides
1850,2019,SCS,235.92,2,Hippoglossoides platessoides
1851,2020,SCS,54.86,2,Hippoglossoides platessoides
1852,2016,SCS,167.34,4,Hippoglossoides platessoides
1853,2019,SCS,120.7,2,Hippoglossoides platessoides
1854,2016,SCS,71.32,5.714285714,Hippoglossoides platessoides
1855,2016,SCS,160.93,16.36363636,Hippoglossoides platessoides
1856,2020,SCS,51.21,2.727272727,Hippoglossoides platessoides
1857,2016,SCS,62.18,4,Hippoglossoides platessoides
1858,2020,SCS,57.61,2,Hippoglossoides platessoides
